kind,group,title,source,output,lines,chars,dimensions,concepts,sha1
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,Chapter 1 1 : Vegetables and fruits,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\10_Chapter 1 1 _ Vegetables and fruits.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\10_Chapter 1 1 _ Vegetables and fruits_知识体系分析.md,7,347,设计本体与问题域,,21069a20442fe704ccc989f0a19c2a2fe1fd2d5d
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,Chapter 1 2 : Incense and teas,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\11_Chapter 1 2 _ Incense and teas.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\11_Chapter 1 2 _ Incense and teas_知识体系分析.md,1186,295541,历史语境与社会机制；人物机构与案例网络；设计本体与问题域；材料媒介与形式语言,功能主义；系统集成；视觉传达；符号系统；创造性；研究范式,f60a46b9a10d7c66f84c57760093add03f2a75fa
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,CHAPTER 1 BOOKS ABOUT THINGS,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\12_CHAPTER 1 BOOKS ABOUT THINGS.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\12_CHAPTER 1 BOOKS ABOUT THINGS_知识体系分析.md,109,4060,设计本体与问题域；材料媒介与形式语言；历史语境与社会机制；技术思维与制造逻辑,研究范式,9080c9c5cbea86abadeb305fa42a4ba8b46415d0
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,CHAPTER 2 IDEAS ABOUT THINGS,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\13_CHAPTER 2 IDEAS ABOUT THINGS.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\13_CHAPTER 2 IDEAS ABOUT THINGS_知识体系分析.md,153,5060,材料媒介与形式语言；技术思维与制造逻辑；人物机构与案例网络；历史语境与社会机制,符号系统,8ae84d35927d753d7d5bec53aa686c7a773ae126
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,CHAPTER 3 WORDS ABOUT THINGS,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\14_CHAPTER 3 WORDS ABOUT THINGS.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\14_CHAPTER 3 WORDS ABOUT THINGS_知识体系分析.md,127,3510,设计本体与问题域；历史语境与社会机制；材料媒介与形式语言；人物机构与案例网络,符号系统,9e9763231cd1d71af5aeca9492417bf0f73527da
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,CHAPTER 4 THINGS OF THE PAST,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\15_CHAPTER 4 THINGS OF THE PAST.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\15_CHAPTER 4 THINGS OF THE PAST_知识体系分析.md,139,2787,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；方法过程与研究范式,,2a330c5c5b82a1917a29c642aaf5cf6b80e25ddc
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,CHAPTER 5 THINGS IN MOTION,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\16_CHAPTER 5 THINGS IN MOTION.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\16_CHAPTER 5 THINGS IN MOTION_知识体系分析.md,133,3066,人物机构与案例网络；历史语境与社会机制；材料媒介与形式语言；方法过程与研究范式,标准化；符号系统,4095e922896914a6931b39a5e02b2da056dc4045
书籍章节,191_Superfluous Things Material Culture and Social Status in Ear,CHAPTER 6 ANXIETIES ABOUT THINGS,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\191_Superfluous Things Material Culture and Social Status in Ear\17_CHAPTER 6 ANXIETIES ABOUT THINGS.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\191_Superfluous Things Material Culture and Social Status in Ear\17_CHAPTER 6 ANXIETIES ABOUT THINGS_知识体系分析.md,1394,46833,历史语境与社会机制；人物机构与案例网络；设计本体与问题域；材料媒介与形式语言,功能主义；符号系统；研究范式,de32cf5015b7ae0553d2cd79c4614c5d7b24e168
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\00_前言与目录_知识体系分析.md,192,13017,设计本体与问题域；技术思维与制造逻辑；人物机构与案例网络；材料媒介与形式语言,符号系统；创造性；研究范式,d75bb98bcd53d81b2541f9adc1ba3f8301a8c59b
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,CHAPTER ONE Material Diversity,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\01_CHAPTER ONE Material Diversity.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\01_CHAPTER ONE Material Diversity_知识体系分析.md,302,61870,设计本体与问题域；技术思维与制造逻辑；方法过程与研究范式；材料媒介与形式语言,系统集成；符号系统；创造性；研究范式,6e44407b24abb797f0bd46ca4acbe0162059ba89
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,CHAPTER TWO Ethically Made,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\02_CHAPTER TWO Ethically Made.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\02_CHAPTER TWO Ethically Made_知识体系分析.md,264,42900,设计本体与问题域；技术思维与制造逻辑；方法过程与研究范式；人物机构与案例网络,功能主义；系统集成；符号系统；创造性；研究范式,68ef02f41963a916d169a215c465526f18544116
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,9 Numbers and standards,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\03_9 Numbers and standards.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\03_9 Numbers and standards_知识体系分析.md,13,1526,技术思维与制造逻辑；设计本体与问题域；方法过程与研究范式；材料媒介与形式语言,符号系统,639663b25962baa8d80d8b2e794c4c15a87846b6
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,8 Material stocks and flows,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\04_8 Material stocks and flows.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\04_8 Material stocks and flows_知识体系分析.md,13,2364,技术思维与制造逻辑；材料媒介与形式语言；设计本体与问题域；方法过程与研究范式,研究范式,b7f68515c47f5b9eb4e4efb886b7ead0c1d7da64
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,7 Regulating negative feedback loops,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\05_7 Regulating negative feedback loops.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\05_7 Regulating negative feedback loops_知识体系分析.md,14,2013,人物机构与案例网络；技术思维与制造逻辑；设计本体与问题域；材料媒介与形式语言,,8e2708e9ae5ddda856c8d9607c71117d41827d49
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,6 Driving positive feedback loops,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\06_6 Driving positive feedback loops.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\06_6 Driving positive feedback loops_知识体系分析.md,16,2754,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；技术思维与制造逻辑,广义设计；符号系统,5e3edad9482b655ef7519d471532f0eebad4c5e0
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,5 Information flows,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\07_5 Information flows.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\07_5 Information flows_知识体系分析.md,9,1479,设计本体与问题域；技术思维与制造逻辑；材料媒介与形式语言；人物机构与案例网络,符号系统,9acec7f1b01a2c6df9f1fdfa9c5024ca64e93bb5
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,4 The rules of the system,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\08_4 The rules of the system.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\08_4 The rules of the system_知识体系分析.md,21,2680,设计本体与问题域；技术思维与制造逻辑；人物机构与案例网络；方法过程与研究范式,广义设计；系统集成；符号系统,c4baa5d8c241704e58e4c9f8ab8643e5684fd5c3
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,3 The power of self-organization,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\09_3 The power of self-organization.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\09_3 The power of self-organization_知识体系分析.md,7,933,技术思维与制造逻辑；方法过程与研究范式；设计本体与问题域；材料媒介与形式语言,功能主义,5622262dac4ff614e6bacffe513926570a891771
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,2 The goals of the system,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\10_2 The goals of the system.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\10_2 The goals of the system_知识体系分析.md,11,1207,技术思维与制造逻辑；材料媒介与形式语言；设计本体与问题域；人物机构与案例网络,,f1ebcc007f48644aa7b99d48f818eee9407b41b1
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,1 The mindset or paradigm out of which system arises,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\11_1 The mindset or paradigm out of which system arises.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\11_1 The mindset or paradigm out of which system arises_知识体系分析.md,11,840,技术思维与制造逻辑；材料媒介与形式语言；设计本体与问题域；方法过程与研究范式,符号系统；研究范式,96b27b3728b0b7fda6db9670248dd6577b779330
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,CHAPTER THREE Use Matters,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\12_CHAPTER THREE Use Matters.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\12_CHAPTER THREE Use Matters_知识体系分析.md,114,30044,设计本体与问题域；技术思维与制造逻辑；方法过程与研究范式；材料媒介与形式语言,功能主义；符号系统；创造性；研究范式,f4e4310cb5fa898deae8f3edb21526323132f11c
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,"CHAPTER FOUR Reuse, Recycling and Zero Waste","C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\13_CHAPTER FOUR Reuse, Recycling and Zero Waste.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\13_CHAPTER FOUR Reuse, Recycling and Zero Waste_知识体系分析.md",172,33984,设计本体与问题域；技术思维与制造逻辑；材料媒介与形式语言；历史语境与社会机制,符号系统；创造性；研究范式,f05af3ddf542a2df9866ada36416aec0514097b6
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,"CHAPTER FIVE Fashion, Needs and Consumption","C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\14_CHAPTER FIVE Fashion, Needs and Consumption.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\14_CHAPTER FIVE Fashion, Needs and Consumption_知识体系分析.md",133,28346,设计本体与问题域；材料媒介与形式语言；技术思维与制造逻辑；人物机构与案例网络,功能主义；系统集成；视觉传达；符号系统；社会分工；创造性,0af860f5ed22574e42c0f40cc4412cdbacb1962d
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,CHAPTER SIX Local and Light,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\15_CHAPTER SIX Local and Light.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\15_CHAPTER SIX Local and Light_知识体系分析.md,193,35788,设计本体与问题域；技术思维与制造逻辑；材料媒介与形式语言；人物机构与案例网络,广义设计；功能主义；材料转化；符号系统；创造性；研究范式,d36eea8d08e90511b23655c2848143d3481432a6
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,CHAPTER SEVEN Speed,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\16_CHAPTER SEVEN Speed.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\16_CHAPTER SEVEN Speed_知识体系分析.md,203,34100,设计本体与问题域；技术思维与制造逻辑；材料媒介与形式语言；历史语境与社会机制,功能主义；标准化；符号系统；研究范式,3c783ffee9001fa3e266be3e6550a9aa990516de
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,CHAPTER EIGHT User Maker,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\17_CHAPTER EIGHT User Maker.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\17_CHAPTER EIGHT User Maker_知识体系分析.md,137,24378,设计本体与问题域；技术思维与制造逻辑；方法过程与研究范式；材料媒介与形式语言,广义设计；功能主义；标准化；材料转化；视觉传达；符号系统；创造性；研究范式,421297990e225617196b0c07789620e55245e97e
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 1,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\18_Chapter 1.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\18_Chapter 1_知识体系分析.md,151,7684,技术思维与制造逻辑；设计本体与问题域；历史语境与社会机制；方法过程与研究范式,系统集成；研究范式,52d2a5913ed316ed0f9e6549e17433deb32eb3a5
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 2,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\19_Chapter 2.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\19_Chapter 2_知识体系分析.md,121,5559,历史语境与社会机制；技术思维与制造逻辑；材料媒介与形式语言；人物机构与案例网络,系统集成,e9549488c3ada09310204adc5acb9b0c0bdee385
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 3,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\20_Chapter 3.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\20_Chapter 3_知识体系分析.md,83,4338,设计本体与问题域；技术思维与制造逻辑；方法过程与研究范式；人物机构与案例网络,符号系统,1b60ed8976414c9e4f52b56711cd9132faed690a
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 4,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\21_Chapter 4.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\21_Chapter 4_知识体系分析.md,81,2802,技术思维与制造逻辑；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,符号系统,6dea618f42a1e79ad678e26752169e3daa72aafb
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 5,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\22_Chapter 5.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\22_Chapter 5_知识体系分析.md,41,1601,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；技术思维与制造逻辑,符号系统；研究范式,87a5a1cef6629ef8d43ce5189281df5cbedcbeb9
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 6,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\23_Chapter 6.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\23_Chapter 6_知识体系分析.md,79,2594,人物机构与案例网络；设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑,符号系统,e8aa71784d15d4792ba15096831528010e3dc7e4
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 7,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\24_Chapter 7.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\24_Chapter 7_知识体系分析.md,45,1957,设计本体与问题域；人物机构与案例网络；技术思维与制造逻辑；方法过程与研究范式,符号系统；研究范式,3fafe69cb3138c2467084c36cddb2dfe9ac52df2
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 8,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\25_Chapter 8.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\25_Chapter 8_知识体系分析.md,90,3523,技术思维与制造逻辑；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,符号系统,cb28a4213eae27fa693f224abb0b4ddcfa7fd2cc
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 2,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\26_Chapter 2.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\26_Chapter 2_知识体系分析.md,17,424,材料媒介与形式语言；技术思维与制造逻辑,,e8d6b3e9557830a024bedf440ac2750211f535e6
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 3,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\27_Chapter 3.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\27_Chapter 3_知识体系分析.md,26,669,材料媒介与形式语言；设计本体与问题域；人物机构与案例网络,符号系统,015a85f91c8bd32a75ec424149c7de988b94bc67
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 5,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\28_Chapter 5.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\28_Chapter 5_知识体系分析.md,17,490,材料媒介与形式语言；技术思维与制造逻辑；人物机构与案例网络；设计本体与问题域,,2b7bf6e18e849d7ea825801fe78c33cdae931ca7
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 6,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\29_Chapter 6.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\29_Chapter 6_知识体系分析.md,21,683,材料媒介与形式语言；人物机构与案例网络；设计本体与问题域；技术思维与制造逻辑,符号系统,f213f3fef96db344214a6fc0b83fb22bef24356d
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 7,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\30_Chapter 7.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\30_Chapter 7_知识体系分析.md,20,517,材料媒介与形式语言；人物机构与案例网络；设计本体与问题域,,10f1cd661113eccfc7473abe95f8ebbaf1ee1d69
书籍章节,192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet,Chapter 8,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\31_Chapter 8.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\192_Sustainable Fashion and Textiles. Design Journeys (Kate Flet\31_Chapter 8_知识体系分析.md,750,20167,设计本体与问题域；技术思维与制造逻辑；材料媒介与形式语言；人物机构与案例网络,功能主义；系统集成；标准化；符号系统；创造性；研究范式,2893e55bde6d10b2558da0adb9033f3e9739db3e
书籍章节,193_Ten Thousand Years of Pottery (Emmanuel Cooper,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\193_Ten Thousand Years of Pottery (Emmanuel Cooper\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\193_Ten Thousand Years of Pottery (Emmanuel Cooper\00_前言与目录_知识体系分析.md,5314,912526,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,广义设计；功能主义；系统集成；标准化；视觉传达；符号系统；社会分工；创造性；研究范式,2c34cf0afde1c51a87e2bd8921f6dab5156e5293
书籍章节,193_Ten Thousand Years of Pottery (Emmanuel Cooper,Chapter One: Early Beginnings,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\193_Ten Thousand Years of Pottery (Emmanuel Cooper\01_Chapter One_ Early Beginnings.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\193_Ten Thousand Years of Pottery (Emmanuel Cooper\01_Chapter One_ Early Beginnings_知识体系分析.md,35,956,人物机构与案例网络；设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑,,7897a348241d56d925e30037ea94f12bd6a7045c
书籍章节,193_Ten Thousand Years of Pottery (Emmanuel Cooper,Chapter Three: The Oriental World,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\193_Ten Thousand Years of Pottery (Emmanuel Cooper\02_Chapter Three_ The Oriental World.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\193_Ten Thousand Years of Pottery (Emmanuel Cooper\02_Chapter Three_ The Oriental World_知识体系分析.md,67,2585,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；技术思维与制造逻辑,符号系统,619abec421ebb717daf15c5902245d2204c1166f
书籍章节,193_Ten Thousand Years of Pottery (Emmanuel Cooper,Chapter Six: Britain,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\193_Ten Thousand Years of Pottery (Emmanuel Cooper\03_Chapter Six_ Britain.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\193_Ten Thousand Years of Pottery (Emmanuel Cooper\03_Chapter Six_ Britain_知识体系分析.md,33,1674,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；技术思维与制造逻辑,,6341e5dcc57478a0fc2317a98d628a2a2d3f5c4d
